SN,Timestamp,MSPGCL_THM,MSPGCL_HY,MSPGCL_GAS,TOTAL,WIND,CPP_THM,CPP_GAS,SOLAR,CS_SHARE,CS_RECPT,Mum_NET_EXCH,MSEDCL_DEM_MET,LOAD_SHEDDING,MSEDCL_DEM_LS,MUMBAI_DEMAND,OTHER_DISCOM_DEMAND,STATE_DEMAND,FREQ_Hz
24,27-03-2023 23:00,7900,813,114,8827,479,5924,0,0,6654,6553,-1240,20126,0,20126,2416,417,22959,50.00
1,28-03-2023 00:00,7986,600,112,8698,592,5933,0,0,6502,6632,-1109,20357,0,20357,2289,388,23035,49.97
2,28-03-2023 01:00,8016,652,112,8780,561,5784,0,0,6726,6794,-1087,20460,0,20460,2135,372,22967,49.98
3,28-03-2023 02:00,8006,499,111,8616,560,5771,0,0,6821,6841,-1000,20429,0,20429,2016,359,22804,49.97
4,28-03-2023 03:00,7926,884,113,8923,578,5743,0,0,6653,6383,-942,20335,0,20335,1948,351,22633,49.93
5,28-03-2023 04:00,7768,1557,111,9436,554,5821,0,0,6532,6623,-859,21217,0,21217,1994,358,23569,49.97
6,28-03-2023 05:00,7683,1886,112,9681,556,5896,0,0,6506,6644,-833,21558,0,21558,2156,386,24100,49.93
7,28-03-2023 06:00,7660,2151,112,9923,493,5837,0,42,6912,7303,-835,22365,0,22365,2232,398,24995,49.95
8,28-03-2023 07:00,7586,2005,112,9703,343,5915,0,489,7218,7425,-1041,22393,0,22393,2364,442,25198,50.03
9,28-03-2023 08:00,7606,1253,116,8975,237,5755,0,1168,8220,8353,-1457,22563,0,22563,2654,468,25685,50.01
10,28-03-2023 09:00,7567,492,113,8172,175,5730,0,1704,8894,9057,-1713,22644,0,22644,2950,481,26075,49.98
11,28-03-2023 10:00,7476,860,114,8450,82,5749,0,2143,9485,9200,-1791,23363,0,23363,3124,469,26957,49.92
12,28-03-2023 11:00,7554,897,113,8564,76,5694,0,2218,9629,9465,-1923,23626,0,23626,3259,468,27353,49.87
13,28-03-2023 12:00,7500,522,114,8136,96,5691,0,2279,9444,9430,-1834,23335,0,23335,3153,463,26951,49.99
14,28-03-2023 13:00,7478,492,114,8084,150,5682,0,2191,9158,9186,-1981,22863,0,22863,3018,449,26330,50.05
15,28-03-2023 14:00,7454,806,113,8373,190,5638,0,2001,9210,9116,-2055,22814,0,22814,3033,450,26296,49.99
16,28-03-2023 15:00,7423,1458,112,8993,249,5677,0,1586,8857,8573,-2004,22621,0,22621,3057,453,26131,49.98
17,28-03-2023 16:00,7394,1883,112,9389,283,5757,0,995,7958,8140,-1796,22310,0,22310,3050,459,25818,49.97
18,28-03-2023 17:00,7377,2133,114,9624,370,5851,0,386,7200,7213,-1466,21516,0,21516,2995,462,24973,50.02
19,28-03-2023 18:00,7394,1999,134,9527,366,5951,0,21,6336,6274,-1155,20518,0,20518,2892,466,23876,50.01
20,28-03-2023 19:00,7331,2202,201,9734,367,6075,0,0,6252,6732,-1125,21335,0,21335,2871,448,24654,49.99
21,28-03-2023 20:00,7415,2105,196,9716,363,6080,0,0,5815,6118,-1061,20763,0,20763,2766,453,23982,49.99
22,28-03-2023 21:00,7462,1996,115,9573,574,6123,0,0,5837,5687,-1117,20395,0,20395,2638,445,23478,49.98
23,28-03-2023 22:00,7351,1827,110,9288,515,6149,0,0,5819,5860,-1091,20291,0,20291,2526,430,23247,49.92
24,28-03-2023 23:00,7288,1856,112,9256,439,6118,0,0,5846,6173,-1077,20523,0,20523,2461,386,23370,49.96
1,29-03-2023 00:00,7352,1926,111,9389,418,6123,0,0,5992,5998,-1063,20486,0,20486,2328,379,23193,49.93
2,29-03-2023 01:00,7323,1926,112,9361,386,6122,0,0,6027,6104,-980,20643,0,20643,2167,350,23160,49.99
3,29-03-2023 02:00,7322,1926,112,9360,351,6010,0,0,6487,6327,-997,20725,0,20725,2030,326,23081,49.98
4,29-03-2023 03:00,7312,1896,112,9320,260,6012,0,0,6395,6506,-919,20848,0,20848,1980,331,23159,49.90
5,29-03-2023 04:00,7172,1945,114,9231,275,6150,0,0,6244,6684,-792,21218,0,21218,2059,330,23607,49.92
6,29-03-2023 05:00,7113,2127,190,9430,241,6197,0,0,6329,7097,-805,21791,0,21791,2349,369,24509,49.78
7,29-03-2023 06:00,7161,2106,208,9475,264,6215,0,48,7126,7480,-824,22244,0,22244,2423,414,25081,49.87
8,29-03-2023 07:00,7178,2012,206,9396,269,6178,0,453,7208,7488,-944,22409,0,22409,2435,431,25275,49.97
9,29-03-2023 08:00,7052,2050,153,9255,208,6089,0,1069,7585,7633,-1451,22363,0,22363,2662,440,25465,49.90
10,29-03-2023 09:00,7069,1303,112,8484,152,6036,0,1624,8405,8356,-1781,22406,90,22406,2950,465,25821,49.92
11,29-03-2023 10:00,7045,1073,112,8230,134,5992,0,1923,9221,9364,-1825,23364,90,23364,3137,454,26955,50.03
12,29-03-2023 11:00,7067,722,113,7902,374,5934,0,2171,9445,9328,-1829,23443,90,23443,3180,437,27060,50.04
13,29-03-2023 12:00,7081,357,114,7552,661,5952,0,2129,9023,8864,-1657,23067,0,23067,3133,434,26634,50.00
14,29-03-2023 13:00,6666,140,112,6918,999,5930,0,2055,8951,8520,-1611,22381,0,22381,3001,430,25812,50.02
15,29-03-2023 14:00,6328,165,112,6605,1289,5960,0,1832,9038,8760,-1977,22034,0,22034,3014,435,25483,49.86
16,29-03-2023 15:00,6549,438,116,7103,1453,6015,0,1464,8500,8201,-1951,21808,0,21808,3049,477,25334,49.78
17,29-03-2023 16:00,6835,450,114,7399,1491,6139,0,931,7912,8023,-1859,21646,0,21646,3046,478,25170,49.97
18,29-03-2023 17:00,7068,519,114,7701,1586,6078,0,331,7514,7458,-1726,20962,0,20962,2970,466,24398,50.02
19,29-03-2023 18:00,7066,874,112,8052,1383,6199,0,17,6562,6671,-1411,20427,0,20427,2867,484,23778,50.07
20,29-03-2023 19:00,7131,1595,113,8839,1283,6250,0,0,6370,6604,-1173,21351,0,21351,2869,452,24672,50.00
21,29-03-2023 20:00,7108,1182,114,8404,1249,6256,0,0,6438,6653,-1301,20804,0,20804,2759,457,24020,50.01
22,29-03-2023 21:00,7127,771,112,8010,1176,6177,0,0,6431,6756,-1262,20409,0,20409,2625,448,23482,49.99
23,29-03-2023 22:00,7086,851,113,8050,1065,6209,0,0,6387,6488,-1142,20244,0,20244,2513,426,23183,49.98
24,29-03-2023 23:00,7054,1157,113,8324,990,6129,0,0,6659,6610,-1163,20487,0,20487,2436,403,23326,49.98
1,30-03-2023 00:00,7116,968,112,8196,850,6232,0,0,6589,6791,-1066,20615,0,20615,2326,388,23329,50.02
2,30-03-2023 01:00,7137,1128,113,8378,815,6079,0,0,6810,6926,-1015,20821,0,20821,2169,362,23352,50.00
3,30-03-2023 02:00,7121,682,112,7915,735,6015,0,0,7448,7353,-1051,20626,0,20626,2049,341,23016,49.93
4,30-03-2023 03:00,6978,651,113,7742,792,6058,0,0,7533,7483,-988,20747,0,20747,1968,340,23055,49.93
5,30-03-2023 04:00,6695,1440,112,8247,697,6064,0,0,7023,7070,-874,20852,0,20852,1964,352,23168,50.01
6,30-03-2023 05:00,6781,1927,113,8821,617,6036,0,0,7028,7330,-827,21600,0,21600,2099,377,24076,50.00
7,30-03-2023 06:00,6881,2089,113,9083,597,6014,0,36,7479,7764,-699,22383,0,22383,2234,412,25029,50.06
8,30-03-2023 07:00,6945,1503,113,8561,586,5928,0,488,7672,7896,-837,22183,0,22183,2318,439,24940,50.02
9,30-03-2023 08:00,7017,944,117,8078,500,5862,0,1121,8564,8450,-1464,22087,0,22087,2594,460,25141,49.82
10,30-03-2023 09:00,7063,1316,114,8493,414,5900,0,1696,8515,8536,-1784,22792,0,22792,2865,463,26120,49.77
11,30-03-2023 10:00,7007,1491,112,8610,404,5798,0,2025,9158,9172,-1797,23744,0,23744,3043,468,27255,50.02
12,30-03-2023 11:00,7013,1494,113,8620,527,5768,0,2084,9113,9118,-1793,23859,0,23859,3080,465,27404,50.07
13,30-03-2023 12:00,6998,950,113,8061,566,5710,0,2234,9038,8853,-1760,23209,0,23209,3027,455,26691,50.04
14,30-03-2023 13:00,6935,626,112,7673,554,5726,0,2120,8920,8837,-1715,22741,0,22741,2774,454,25969,50.08
15,30-03-2023 14:00,6832,508,112,7452,569,5677,0,1934,9395,9324,-1543,22958,0,22958,2939,455,26352,50.08
16,30-03-2023 15:00,6782,577,111,7470,690,5765,0,1586,9474,9203,-1609,22636,0,22636,2960,469,26065,49.96
17,30-03-2023 16:00,6703,541,114,7358,796,5977,0,929,9328,9268,-1855,22001,0,22001,2916,472,25389,50.00
18,30-03-2023 17:00,6709,704,114,7527,895,6003,0,395,8745,8942,-1795,21492,0,21492,2865,475,24832,50.06
19,30-03-2023 18:00,6723,455,113,7291,965,6082,0,18,8144,7873,-1525,20228,0,20228,2789,476,23493,50.05
20,30-03-2023 19:00,6807,1233,114,8154,977,6146,0,0,7548,7701,-1431,21075,0,21075,2784,472,24331,50.00
21,30-03-2023 20:00,6828,771,114,7713,993,6191,0,0,7114,7060,-1351,20147,0,20147,2682,459,23288,50.00
22,30-03-2023 21:00,6896,385,114,7395,904,6207,0,0,7133,7544,-1328,20264,0,20264,2582,458,23304,49.98
23,30-03-2023 22:00,6864,862,114,7840,965,6210,0,0,6723,6507,-1220,19861,0,19861,2500,441,22802,49.96
24,30-03-2023 23:00,6883,846,114,7843,1025,6133,0,0,6952,6854,-1180,20259,0,20259,2450,416,23125,49.98
1,31-03-2023 00:00,6888,456,112,7456,905,6238,0,0,7452,7196,-1123,20300,0,20300,2332,372,23004,49.96
2,31-03-2023 01:00,6904,206,113,7223,923,6381,0,0,7468,7874,-1122,20944,0,20944,2170,335,23449,50.00
3,31-03-2023 02:00,6899,196,113,7208,1074,6509,0,0,7547,7438,-1183,20719,0,20719,2051,327,23097,49.98
4,31-03-2023 03:00,6893,196,113,7202,1001,6598,0,0,7500,7231,-1017,20693,0,20693,1983,322,22998,49.98
5,31-03-2023 04:00,6889,196,113,7198,1021,6731,0,0,7423,7522,-878,21268,0,21268,1977,326,23571,49.99
6,31-03-2023 05:00,6927,628,112,7667,988,6643,0,0,7500,7674,-890,21721,0,21721,2096,361,24178,50.01
7,31-03-2023 06:00,6890,882,114,7886,891,6708,0,51,7941,8199,-1002,22322,0,22322,2216,411,24949,50.03
8,31-03-2023 07:00,6838,714,111,7663,526,6702,0,392,8014,8316,-1189,21976,0,21976,2375,434,24785,50.07
9,31-03-2023 08:00,6697,563,115,7375,369,6605,0,1026,8376,8456,-1568,21805,0,21805,2676,458,24939,50.05
10,31-03-2023 09:00,6732,574,110,7416,279,6572,0,1430,8754,8716,-1786,22168,0,22168,2966,459,25593,50.06
11,31-03-2023 10:00,6265,686,113,7064,261,6463,0,1901,9736,9719,-1862,23094,13,23094,3134,452,26680,50.00
12,31-03-2023 11:00,5966,978,114,7058,287,6458,0,1987,9564,9817,-1892,23276,14,23276,3174,439,26889,50.00
13,31-03-2023 12:00,6450,848,113,7411,372,6484,0,2155,9108,8947,-1834,23095,10,23095,3133,440,26668,50.00
14,31-03-2023 13:00,6194,454,114,6762,460,6465,0,1878,9314,9372,-1915,22595,7,22595,2964,427,25986,50.00
15,31-03-2023 14:00,5781,505,114,6400,551,6478,0,1710,9714,9026,-2029,21702,4,21702,3011,434,25147,50.01
16,31-03-2023 15:00,5598,724,113,6435,665,6494,0,1472,9492,9086,-2043,21669,12,21669,3029,440,25138,49.95
17,31-03-2023 16:00,5614,542,112,6268,832,6503,0,881,9237,9156,-2014,21153,23,21153,3007,473,24633,50.00
18,31-03-2023 17:00,6042,433,114,6589,1067,6561,0,329,8568,8396,-1927,20569,12,20569,2958,446,23973,50.07
19,31-03-2023 18:00,6641,299,115,7055,1024,6625,0,32,7797,7105,-1670,19735,0,19735,2897,436,23068,50.07
20,31-03-2023 19:00,6626,528,113,7267,957,6581,0,0,7639,7728,-1494,20601,0,20601,2897,438,23936,49.97
21,31-03-2023 20:00,6634,495,114,7243,818,6630,0,0,7134,7287,-1439,20113,0,20113,2787,426,23326,49.98
22,31-03-2023 21:00,6668,376,114,7158,702,6608,0,0,7060,7068,-1373,19743,0,19743,2650,420,22813,49.97
23,31-03-2023 22:00,6821,356,114,7291,650,6609,0,0,7045,6993,-1353,19801,0,19801,2548,389,22738,50.00
24,31-03-2023 23:00,6598,216,114,6928,680,6747,0,0,7050,7263,-1360,19888,0,19888,2493,370,22751,50.02
